[2025-07-18 20:50:29] [EasyTrainerLogger] Logger initialized. Writing to log_2.txt and log_current.txt
[2025-07-18 20:50:29] [EasyTrainerInit] Starting initialization
[2025-07-18 20:50:29] [EasyTrainerInit] Performing data dumps and loading to memory.
[2025-07-18 20:50:29] [EasyTrainerWeaponLoader] Loaded 1778 weapons.
[2025-07-18 20:50:30] [EasyTrainerVehicleLoader] Loaded 534 vehicles (Injected 0 new).
[2025-07-18 20:50:30] Silencio (Items.MeleeMod3_Common) | Common | Unknown | itemPart, WeaponMod, MeleeMod, Common
[2025-07-18 20:50:34] RC-7 Aswang (Items.w_muzzle_brake_05) | Unknown | Unknown | itemPart, WeaponMod, Muzzle_Brake, CourierReward, Tier4
[2025-07-18 20:50:34] Unknown (Items.AirDrop_scope) | Unknown | Unknown | itemPart, WeaponMod, LongScope, AirDropReward, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:34] Tattoo: Together Forever (Items.AdvancedSilverhandTattoo) | Unknown | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Bionic Joints (Items.AdvancedBionicJointsRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Arasaka Mk.4 (Items.Debug_Ultimate_Cyberdeck_Epic) | Epic | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:34] Braindance Selection (Items.mq303_bd_list) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_wbr_jpn_103_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.crowd_bottle_m_whiskey_no_cap) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] Reinforced Tendons (Items.AdvancedBoostedTendonsUncommonPlus) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.crowd_cigar) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] Unknown (Items.generic_q105_braindance_grenade) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.AdvancedKerenzikovStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Quantum Tuner (Items.AdvancedTimeBankLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Raven Microcyber Mk.3 (Items.AdvancedRavenMicrocyberMKIIILegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:34] Tattoo: Tyger Claws Dermal Imprint (Items.AdvancedYakuzaTattooRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Isometric Stabilizer (Items.IconicShockAbsorberRare) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:34] Unknown (Items.sq026_judys_goodbye_v) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.AdvancedStrongArmsThermalStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] BioDyne Mk.1 (Items.BioDyneUncommonMKI) | Uncommon | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:34] Unknown (Items.Scav_scope) | Unknown | Unknown | itemPart, WeaponMod, ShortScope, CourierReward, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:34] Dense Marrow (Items.AdvancedDenseMarrowBase) | Unknown | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.sa_ep1_3_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] ThreatEvac (Items.AdvancedCatchMeIfYouCanUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.sts_ep1_13_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Condenser (Items.ShotgunMod3_Legendary) | Legendary | Unknown | itemPart, WeaponMod, RangedMod, Legendary
[2025-07-18 20:50:34] Unknown (Items.AdvancedVisualCortexSupportStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Kiroshi \"The Oracle\" Optics (Items.AdvancedKiroshiOpticsCombinedEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.Splinter) | Unknown | Miscellaneous | Splinter
[2025-07-18 20:50:34] Broken radio receiver (Items.mq305_ep1_radio_no_waves) | Unknown | Miscellaneous
[2025-07-18 20:50:34] Metabolic Editor (Items.ReverseMetabolicEnhancer) | Unknown | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.IconicPunkKnifeWeaponMod) | Iconic | Unknown | itemPart, WeaponMod, MeleeMod, HideInUI, HideAtVendor
[2025-07-18 20:50:34] Jenkins' Tendons (Items.AdvancedJenkinsTendonsLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.cbj_ep1_03_shard_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Glowstick (Items.GenericPoorJunkItem3) | Unknown | Junk | Junk
[2025-07-18 20:50:34] Add-Vantage (Items.w_att_scope_short_03_Craftable) | Unknown | Unknown | itemPart, WeaponMod, ShortScope, CourierReward, Tier1-4
[2025-07-18 20:50:34] Nanorelays (Items.ImprovedReactionUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Condenser (Items.ShotgunMod3_Epic) | Epic | Unknown | itemPart, WeaponMod, RangedMod, Epic
[2025-07-18 20:50:34] Ballistic Coprocessor (Items.AdvancedPowerGrip_Tutorial_LegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI, MustBeWearableToPurchase
[2025-07-18 20:50:34] Arasaka Mk.2 (Items.AdvancedArasakaShadowMKIIUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:34] Unknown (Items.crowd_tablet_d_neo_kistch) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] Ex-Disk (Items.BrainCapacityBoosterRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.w_shotgun_dual__rostovic_igla__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Countershell (Items.AdvancedSuddenAidLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.we_ep1_17_shard_004) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.AdvancedMemoryBoostStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.WeaponMagazineBase) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Unknown (Items.sa_ep1_courier_outro_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_bls_ina_se1_10_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.sa_ep1_301_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.generic_sq004_score) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_cct_dtn_104_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Anima Rebel (Items.q204_electric_guitar_anima_rebel) | Unknown | Junk | Junk
[2025-07-18 20:50:34] Unknown (Items.PersonalLink) | Unknown | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog, HideInBackpackUI, Quest
[2025-07-18 20:50:34] Unknown (Items.w_rifle_assault__arasaka_masamune__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Lyridon Chrome (Items.q204_electric_guitar_lyridon_chroma) | Unknown | Junk | Junk
[2025-07-18 20:50:34] Behavioral Imprint-synced Faceplate (Items.MaskCWPlus) | Unknown | Unknown | Cyberware, HideInBackpackUI, SkipActivityLog, MaskCW, MaskCWPlus
[2025-07-18 20:50:34] Archived Conversation: Fabienne Calixte and Daniel Moise (Items.q303_vdb_voodoo_sts_12_email_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.mws_hey_07_zetatech_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_std_arr_03_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.sts_pac_cvi_02_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_wat_nid_38_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Para Bellum (Items.AdvancedT1000Legendary2PlusPlus) | Legendary | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:34] Unknown (Items.w_shotgun_dual__rostovic_satara__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:34] Unknown (Items.ControlHack) | Unknown | Quickhack | itemPart, SoftwareShard
[2025-07-18 20:50:34] Blood Pump (Items.AdvancedBloodPumpUncommon) | Uncommon | Unknown | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.w_cattle_prod_common_grip) | Unknown | Miscellaneous | parentPart
[2025-07-18 20:50:34] Tyrosine Injector (Items.AdvancedTyrosineInjectorUncommonPlus) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] An extreme braindance that allows you to relive the Maelstrom initiation ceremony. (Items.sts_wat_nid_05_recording) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Cyclone (Items.MeleeMod2_Common) | Common | Unknown | itemPart, WeaponMod, MeleeMod, Common
[2025-07-18 20:50:34] Feen-X (Items.AdvancedNeuroMatrixEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Ballistic Coprocessor (Items.AdvancedPowerGripEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Condom (Items.MoxiesJunkItem3) | Unknown | Junk | Junk, FactionItem, Moxies, NoVisuals
[2025-07-18 20:50:34] Unknown (Items.ep1_generic_ukraine_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Operation Final Flight: Observation report (Items.q306_activity_log_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ep1_generic_orbital_air_business_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Moore Tech Berserk (Items.AdvancedBerserkC1MK3Plus) | Unknown | Cyberware | Cyberware, HideInBackpackUI, Berserk
[2025-07-18 20:50:34] Grenades (Items.q115_grenades) | Unknown | Miscellaneous | Q115_Grenades, Quest
[2025-07-18 20:50:34] Bus Ticket (Items.q204_ticket) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Archived Conversation: Harry Flynt and Jeremy White (Items.q105_01_guards_chat) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.w_shotgun_dual__rostovic_palica__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:34] Unknown (Items.w_shotgun__budget_carnage_base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:34] Feedback Circuit (Items.AdvancedDischargeConnectorEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Militech Canto Mk.6 (Items.HauntedCyberdeck_LegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck, Haunted_Deck
[2025-07-18 20:50:34] Ashtray (Items.CasinoPoorJunkItem3) | Unknown | Junk | Junk
[2025-07-18 20:50:34] Atomic Sensors (Items.AdvancedTroubleFinderEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Databank (Items.q005_saburo_data_carrier_cracked) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Synaptic Accelerator (Items.AdvancedSynapticAcceleratorLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] !OBSOLETE (Items.q301_border_smuggler_contract) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Kinetic Frame (Items.AdvancedBoneMarrowCellsRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.sts_ep1_13_shard_005) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.sts_ep1_08_shard_005_scavs_gift_shop) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Dense Marrow (Items.AdvancedDenseMarrowCommon2Plus) | Common | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:34] Biotech Σ Mk.3 (Items.AdvancedBiotechSigmaMKIIIEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:34] Unknown (Items.ma_pac_wwd_04_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] RC-7 Strigoi (Items.w_muzzle_brake_01) | Unknown | Unknown | itemPart, WeaponMod, Muzzle_Brake, CourierReward, Tier1-4
[2025-07-18 20:50:34] Unknown (Items.ItemWeaponChild) | Unknown | Miscellaneous | itemPart
[2025-07-18 20:50:34] Unknown (Items.ma_cct_dtn_07_shard_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_hey_rey_03_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Kiroshi \"Clairvoyant\" Optics (Items.AdvancedKiroshiOpticsWallhackRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Axolotl (Items.IconicAdvancedSubdermalCoProcessorLegendary_Regina) | Iconic | Cyberware | Cyberware, HideInBackpackUI, AdvancedSubdermalCoProcessor_Regina
[2025-07-18 20:50:34] Incense (Items.GenericJunkItem27) | Unknown | Junk | Junk, NoVisuals
[2025-07-18 20:50:34] Memory Boost (Items.AdvancedMemoryBoostRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.AdvancedDetectorRushStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.sts_hey_gle_01_shard_003) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Court Report #271: Sobol Sentenced! (Items.sts_ep1_06_shard_003) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.generic_4cw_aftermath) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ep1_QuestItemPlaceholder) | Unknown | Miscellaneous
[2025-07-18 20:50:34] Unknown (Items.ma_bls_ina_se1_37_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Leeroy Ligament System (Items.IconicJenkinsTendonsLegendaryPlus) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:34] Adrenaline Converter (Items.AdvancedDetectorRushLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.ma_std_rcr_11_shard_merc) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.soda_can_b) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] Electromag Recycler (Items.IconicDischargeConnectorLegendaryPlus) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:34] Lynx Paws (Items.AdvancedCatPawsLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.w_rifle_precision__techtronika_pozhar__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Unknown (Items.w_handgun__arasaka_yukimura__rcv1) | Unknown | Unknown | itemPart
[2025-07-18 20:50:34] Chrome Compressor (Items.CapacityBoosterLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI, CapacityBooster, IllegalItem
[2025-07-18 20:50:34] Unknown (Items.generic_tainted_overload_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ProjectileLauncherPartBase) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.mq016_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Zaria's Shard (Items.ma_wat_nid_15_shard_psycho) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Unknown (Items.we_ep1_01_shard_005) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Tyrosine Injector (Items.AdvancedTyrosineInjectorEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Epimorphic Skeleton (Items.EndoskeletonEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.wst_ep1_09_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Official Document (Items.q000_LOA_Papers) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Bleedout (Items.BladeMod1_Legendary) | Legendary | Unknown | itemPart, WeaponMod, MeleeMod, BladeMod, Legendary
[2025-07-18 20:50:34] Kinetic Frame (Items.AdvancedBoneMarrowCellsCommon2) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Watch your back (Items.mq301_jurij_threat_quest_failed) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Optical Camo (Items.AdvancedOpticalCamoUncommonPlus) | Uncommon | Unknown | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Drowned Man's Note (Items.mq034_dead_man_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Vortex's Credchip (Items.sts_wbr_hil_07_shard) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:34] Unknown (Items.AdvancedBloodDepleterStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Unknown (Items.Rook_scope) | Unknown | Unknown | itemPart, WeaponMod, LongScope, AirDropReward, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.w_rifle_assault__tsunami_kyubi__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Unknown (Items.crowd_bottle_i_beer_small) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] Unknown (Items.Blade_Mod) | Unknown | Unknown | itemPart, WeaponMod, MeleeMod, BladeMod
[2025-07-18 20:50:34] Handyman (Items.w_att_scope_short_06_Generated) | Unknown | Unknown | itemPart, WeaponMod, ShortScope, CourierReward, Tier1-4
[2025-07-18 20:50:34] Unknown (Items.crowd_flare) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:34] C-Thru (Items.TechMod2_Legendary) | Legendary | Unknown | itemPart, WeaponMod, RangedMod, Tech, Legendary
[2025-07-18 20:50:34] Unknown (Items.generic_q115_afterlife_litter) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Blood Pump (Items.AdvancedBloodPumpUncommonPlus) | Uncommon | Unknown | Cyberware, HideInBackpackUI
[2025-07-18 20:50:34] Money Shard (Items.MoneyShardRare) | Rare | Unknown | MoneyShard, HideInUI, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:34] Cyberware Malfunction (Items.DisableCyberwareLvl4PlusPlusProgram) | Unknown | Quickhack | itemPart, SoftwareShard, Tier1Shard, Tier2Shard, Tier3Shard, Tier6Shard
[2025-07-18 20:50:34] Unknown (Items.w_handgun__militech_omaha__mag_stdr) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Unknown (Items.sts_ep1_08_shard_001_scavenger) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Bleedout (Items.BladeMod1_Common) | Common | Unknown | itemPart, WeaponMod, MeleeMod, BladeMod, Common
[2025-07-18 20:50:34] Delivery manifest (Items.mq301_delivery_list_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.w_shotgun__kang_tao_zhuo__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:34] Syn-fang Necklace (Items.AnimalsJewellery1) | Unknown | Unknown | Junk, Jewellery, Animals, NoVisuals
[2025-07-18 20:50:34] Unknown (Items.ma_bls_ina_se1_09_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.generic_women_fitness_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.ma_std_arr_06_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:34] Unknown (Items.generic_gas_station_04) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
